university,year,rank_display,ranking,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,lat,lng,_merge
RWTH Aachen University,2020,138,138,51.900002,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
RWTH Aachen University,2021,145,145,51.400002,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
RWTH Aachen University,2022,165,165,48,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
RWTH Aachen University,2018,141,141,55.599998,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
RWTH Aachen University,2019,144,144,50.400002,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
RWTH Aachen University,2017,146,146,55,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19,"12,477",XL,"2,431",50.776199,6.0837998,matched (3)
Aarhus University,2018,119,119,59.299999,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
Aarhus University,2021,147,147,51,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
Aarhus University,2022,155,155,50.200001,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
Aarhus University,2020,145,145,51,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
Aarhus University,2019,141,141,50.700001,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
Aarhus University,2017,117,117,59.5,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11,"2,911",L,683,56.1572,10.2107,matched (3)
University of Aberdeen,2019,172,172,46.599998,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,"5,544",L,"1,175",57.150002,-2.1099999,matched (3)
University of Aberdeen,2020,194,194,44.599998,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,"5,544",L,"1,175",57.150002,-2.1099999,matched (3)
University of Aberdeen,2018,158,158,52.700001,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,"5,544",L,"1,175",57.150002,-2.1099999,matched (3)
University of Aberdeen,2017,141,141,55.599998,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,"5,544",L,"1,175",57.150002,-2.1099999,matched (3)
Khalifa University,2022,183,183,46,https://www.topuniversities.com/universities/khalifa-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg,Public,Very High,6,652,S,498,24.451099,54.3969,matched (3)
The University of Adelaide,2019,114,114,56.599998,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
The University of Adelaide,2022,108,108,57.900002,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
The University of Adelaide,2021,106,106,56.799999,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
The University of Adelaide,2020,106,106,58.599998,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
The University of Adelaide,2018,109,109,61.5,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
The University of Adelaide,2017,125,125,58.599998,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,Public,Very High,13,"10,107",L,"1,757",-34.927502,138.60001,matched (3)
Al-Farabi Kazakh National University,2022,175,175,46.799999,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",43.25,76.900002,matched (3)
Al-Farabi Kazakh National University,2021,165,165,46.900002,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6,"3,054",L,"4,047",43.25,76.900002,matched (3)
University of Amsterdam,2018,58,58,74.300003,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
University of Amsterdam,2017,57,57,74.300003,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
University of Amsterdam,2019,57,57,71.099998,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
University of Amsterdam,2021,61,61,69.900002,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
Vrije Universiteit Amsterdam,2017,199,199,46.799999,https://www.topuniversities.com/universities/vrije-universiteit-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,Public,Very High,10,"4,059",L,"2,598",52.366699,4.8832998,matched (3)
University of Amsterdam,2020,64,64,69,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
University of Amsterdam,2022,55,55,73.800003,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Public,Very High,11,"7,969",XL,"6,000",52.366699,4.8832998,matched (3)
University of Michigan-Ann Arbor,2021,21,21,84.599998,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
University of Michigan-Ann Arbor,2022,23,23,86.199997,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
University of Michigan-Ann Arbor,2018,21,21,87,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
University of Michigan-Ann Arbor,2019,20,20,86.400002,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
University of Michigan-Ann Arbor,2020,21,21,86,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
University of Michigan-Ann Arbor,2017,23,23,86.400002,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",42.275501,-83.731201,matched (3)
Emory University,2017,149,149,54.099998,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
Emory University,2022,160,160,48.599998,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2018,70,70,70.099998,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2019,69,69,67.400002,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2017,71,71,69.800003,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Emory University,2021,158,158,49.099998,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
Emory University,2019,148,148,49.599998,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2020,72,72,66.199997,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2021,80,80,64.099998,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Georgia Institute of Technology,2022,88,88,63.5,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19,"5,675",L,"1,267",33.762699,-84.422401,matched (3)
Emory University,2018,147,147,54.400002,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
Emory University,2020,156,156,48.599998,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5,"2,264",L,"2,725",33.762699,-84.422401,matched (3)
The University of Auckland,2022,85,85,65,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
The University of Auckland,2019,85,85,62.799999,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
The University of Auckland,2017,81,81,67.300003,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
The University of Auckland,2021,81,81,64,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
The University of Auckland,2020,83,83,63.400002,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
The University of Auckland,2018,82,82,67,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12,"9,924",L,"2,316",-36.849998,174.78329,matched (3)
University of Texas at Austin,2017,67,67,70.699997,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
University of Texas at Austin,2018,67,67,70.599998,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
University of Texas at Austin,2022,67,67,68.400002,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
University of Texas at Austin,2021,71,71,66.699997,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
University of Texas at Austin,2020,65,65,68.599998,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
University of Texas at Austin,2019,63,63,68.699997,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,Public,Very High,17,"4,953",XL,"2,887",30.3004,-97.752197,matched (3)
Johns Hopkins University,2021,25,25,82.699997,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Johns Hopkins University,2018,17,17,89.800003,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Johns Hopkins University,2020,24,24,83.900002,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Johns Hopkins University,2019,21,21,85.900002,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Johns Hopkins University,2017,17,17,89.300003,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Johns Hopkins University,2022,25,25,85.900002,https://www.topuniversities.com/universities/johns-hopkins-university,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small.jpg,Private,Very High,3,"5,070",L,"4,855",39.305099,-76.614403,matched (3)
Indian Institute of Science,2019,170,170,47.099998,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Indian Institute of Science,2022,186,186,45.700001,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Indian Institute of Science,2021,185,185,44.900002,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Indian Institute of Science,2018,190,190,49,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Indian Institute of Science,2020,184,184,45.900002,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Indian Institute of Science,2017,152,152,53.799999,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9,5,S,446,12.9791,77.591301,matched (3)
Universiti Kebangsaan Malaysia (UKM),2020,160,160,48.299999,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Public,Very High,6,"2,410",L,"2,829",2.9198,101.7809,master only (1)
Universiti Kebangsaan Malaysia (UKM),2019,184,184,45.5,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Public,Very High,6,"2,410",L,"2,829",2.9198,101.7809,master only (1)
Universiti Kebangsaan Malaysia (UKM),2021,141,141,52,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Public,Very High,6,"2,410",L,"2,829",2.9198,101.7809,master only (1)
Universiti Kebangsaan Malaysia (UKM),2022,144,144,52,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Public,Very High,6,"2,410",L,"2,829",2.9198,101.7809,master only (1)
Universitat Autònoma de Barcelona,2020,188,188,45.099998,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Public,Very High,15,"4,069",XL,"2,132",41.3825,2.1768999,matched (3)
Universitat Autònoma de Barcelona,2018,195,195,48.099998,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Public,Very High,15,"4,069",XL,"2,132",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2022,168,168,47.599998,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
Universitat Autònoma de Barcelona,2019,193,193,44.700001,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Public,Very High,15,"4,069",XL,"2,132",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2019,166,166,47.799999,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2018,156,156,52.900002,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2021,183,183,45.400002,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2017,160,160,52.599998,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
Universitat de Barcelona,2020,165,165,47.900002,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Public,Very High,15,"6,979",XL,"3,002",41.3825,2.1768999,matched (3)
University of Basel,2020,151,151,50,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Basel,2017,141,141,55.599998,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Basel,2019,160,160,48.400002,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Basel,2018,149,149,54.299999,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Basel,2021,149,149,50.599998,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Basel,2022,138,138,53,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9,"2,875",M,"1,036",47.5606,7.5906,matched (3)
University of Bath,2022,166,166,47.700001,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
University of Bath,2018,160,160,52.599998,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
University of Bath,2020,172,172,47,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
University of Bath,2019,158,158,48.599998,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
University of Bath,2021,173,173,45.900002,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
University of Bath,2017,159,159,52.700001,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12,"5,326",L,"1,339",51.380001,-2.3599999,matched (3)
Peking University,2021,23,23,83.5,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
