university,year,rank_display,ranking,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,lat,lng,_merge
The University of Queensland,2020,47,47,75.699997,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.4678,153.02811,matched (3)
The University of Queensland,2019,48,48,75.699997,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.4678,153.02811,matched (3)
The University of Queensland,2021,46,46,74.5,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.4678,153.02811,matched (3)
The University of Queensland,2018,47,47,78.599998,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.4678,153.02811,matched (3)
The University of Queensland,2017,51,51,77.599998,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.4678,153.02811,matched (3)
The University of Queensland,2022,47,47,76.599998,https://www.topuniversities.com/universities/university-queensland,Australia,Brisbane City,Oceania,https://www.topuniversities.com/sites/default/files/210824044126am970441uq-logo-48x48.jpg,Public,Very High,12,"22,241",XL,"3,513",-27.470125,153.02107,master only (1)
University of Bristol,2019,51,51,74.900002,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
University of Bristol,2018,44,44,79.5,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
University of Bristol,2017,41,41,79.599998,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
University of Bristol,2020,49,49,74.5,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
University of Bristol,2021,58,58,70.599998,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
University of Bristol,2022,62,62,71,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Public,Very High,8,"7,483",L,"20,311",51.450001,-2.5833001,matched (3)
Vrije Universiteit Brussel (VUB),2019,188,188,45.200001,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,"2,994",L,"1,815",50.8353,4.3313999,matched (3)
Vrije Universiteit Brussel (VUB),2018,182,182,49.5,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,"2,994",L,"1,815",50.8353,4.3313999,matched (3)
Vrije Universiteit Brussel (VUB),2017,182,182,48.900002,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,"2,994",L,"1,815",50.8353,4.3313999,matched (3)
Vrije Universiteit Brussel (VUB),2020,195,195,44.5,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,"2,994",L,"1,815",50.8353,4.3313999,matched (3)
Vrije Universiteit Brussel (VUB),2021,200,200,42.799999,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,"2,994",L,"1,815",50.8353,4.3313999,matched (3)
Universidad de Buenos Aires (UBA),2020,74,74,66,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
Universidad de Buenos Aires (UBA),2017,85,85,65.800003,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
Universidad de Buenos Aires (UBA),2019,73,73,66.199997,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
Universidad de Buenos Aires (UBA),2021,66,66,67.5,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
Universidad de Buenos Aires (UBA),2022,69,69,67.900002,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
Universidad de Buenos Aires (UBA),2018,75,75,69.099998,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7,"29,516",XL,"16,103",-34.599701,-58.381901,matched (3)
University of Calgary,2017,196,196,47.200001,https://www.topuniversities.com/universities/university-calgary,Canada,Calgary,North America,https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg,Public,Very High,12,"6,791",XL,"2,668",51.049999,-114.0667,matched (3)
"The University of Newcastle, Australia (UON)",2022,197,197,44.599998,https://www.topuniversities.com/universities/university-newcastle-australia-uon,Australia,Callaghan,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,Public,Very High,11,"1,747",L,"1,135",-32.8941,151.70689,master only (1)
"The University of Newcastle, Australia (UON)",2021,197,197,43.099998,https://www.topuniversities.com/universities/university-newcastle-australia-uon,Australia,Callaghan,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,Public,Very High,11,"1,747",L,"1,135",-32.8941,151.70689,master only (1)
University of Cambridge,2018,5,5,95.599998,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
University of Cambridge,2022,3,3,98.699997,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
University of Cambridge,2017,4,4,97.199997,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
University of Cambridge,2021,7,7,94.300003,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
University of Cambridge,2019,6,6,95.599998,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
University of Cambridge,2020,7,7,95,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4,"7,925",L,"5,800",52.205299,0.1192,matched (3)
Massachusetts Institute of Technology (MIT) ,2022,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Harvard University,2018,3,3,98.400002,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Harvard University,2017,3,3,98.300003,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Massachusetts Institute of Technology (MIT) ,2018,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Harvard University,2019,3,3,98.5,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Massachusetts Institute of Technology (MIT) ,2019,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Massachusetts Institute of Technology (MIT) ,2021,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Harvard University,2021,3,3,97.900002,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Massachusetts Institute of Technology (MIT) ,2017,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Harvard University,2020,3,3,97.400002,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Massachusetts Institute of Technology (MIT) ,2020,1,1,100,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,Private,Very High,4,"3,730",M,"3,065",42.3759,-71.1185,matched (3)
Harvard University,2022,5,5,98,https://www.topuniversities.com/universities/harvard-university,United States,Cambridge,North America,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,Private,Very High,5,"5,877",L,"4,646",42.3759,-71.1185,matched (3)
Universidade Estadual de Campinas (Unicamp),2017,191,191,48,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",-22.9009,-47.057301,matched (3)
Universidade Estadual de Campinas (Unicamp),2018,182,182,49.5,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",-22.9009,-47.057301,matched (3)
The Australian National University,2018,20,20,87.099998,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
The Australian National University,2019,24,24,84.400002,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
The Australian National University,2021,31,31,80,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
The Australian National University,2020,29,29,82.099998,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
The Australian National University,2017,22,22,87.300003,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
The Australian National University,2022,27,27,84,https://www.topuniversities.com/universities/australian-national-university,Australia,Canberra,Oceania,https://www.topuniversities.com/sites/default/files/ANU-crest-48x48.jpg,Public,Very High,9,"6,496",L,"1,763",-35.293098,149.12691,matched (3)
University of Cape Town,2019,200,200,43.900002,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,"3,204",L,"1,503",-33.924999,18.424999,matched (3)
University of Cape Town,2018,191,191,48.900002,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,"3,204",L,"1,503",-33.924999,18.424999,matched (3)
University of Cape Town,2017,191,191,48,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,"3,204",L,"1,503",-33.924999,18.424999,matched (3)
University of Cape Town,2020,198,198,44.099998,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,"3,204",L,"1,503",-33.924999,18.424999,matched (3)
Cardiff University,2018,137,137,56,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
Cardiff University,2020,154,154,49,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
Cardiff University,2022,151,151,50.400002,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
Cardiff University,2021,159,159,48.5,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
Cardiff University,2017,140,140,55.700001,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
Cardiff University,2019,145,145,50.299999,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9,"7,819",L,"3,350",51.481583,-3.17909,master only (1)
University of Illinois at Urbana-Champaign,2019,71,71,67,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
University of Illinois at Urbana-Champaign,2022,82,82,65.199997,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
University of Illinois at Urbana-Champaign,2017,66,66,71.400002,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
University of Illinois at Urbana-Champaign,2020,75,75,65.900002,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
University of Illinois at Urbana-Champaign,2018,69,69,70.300003,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
University of Illinois at Urbana-Champaign,2021,82,82,63.400002,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,Public,Very High,17,"9,987",XL,"2,748",40.114399,-88.273499,matched (3)
"University of North Carolina, Chapel Hill",2022,100,100,59.599998,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
"University of North Carolina, Chapel Hill",2017,78,78,68.099998,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
"University of North Carolina, Chapel Hill",2019,83,83,63,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
"University of North Carolina, Chapel Hill",2020,90,90,62.200001,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
"University of North Carolina, Chapel Hill",2018,80,80,67.800003,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
"University of North Carolina, Chapel Hill",2021,95,95,60.599998,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7,"2,749",XL,"4,646",35.926998,-79.039101,matched (3)
University of Virginia,2017,172,172,50.5,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,North America,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,Public,Very High,8,"2,201",L,"2,731",38.037498,-78.485497,matched (3)
University of Virginia,2019,192,192,44.799999,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,North America,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,Public,Very High,8,"2,201",L,"2,731",38.037498,-78.485497,matched (3)
University of Virginia,2020,198,198,44.099998,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,North America,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,Public,Very High,8,"2,201",L,"2,731",38.037498,-78.485497,matched (3)
University of Virginia,2018,173,173,50.299999,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,North America,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,Public,Very High,8,"2,201",L,"2,731",38.037498,-78.485497,matched (3)
University of Chicago,2019,9,9,93.199997,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
University of Chicago,2020,10,10,92,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
University of Chicago,2017,10,10,93,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
University of Chicago,2021,9,9,93.099998,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
University of Chicago,2022,10,10,94.5,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
University of Illinois at Chicago (UIC),2017,187,187,48.400002,https://www.topuniversities.com/universities/university-illinois-chicago-uic,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg,Public,Very High,10,"3,425",L,"2,808",41.837299,-87.686203,matched (3)
University of Chicago,2018,9,9,93.5,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6,"4,696",L,"2,703",41.837299,-87.686203,matched (3)
Case Western Reserve University,2020,167,167,47.799999,https://www.topuniversities.com/universities/case-western-reserve-university,United States,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7,"2,864",M,"1,639",41.4767,-81.680397,matched (3)
Case Western Reserve University,2021,162,162,47.400002,https://www.topuniversities.com/universities/case-western-reserve-university,United States,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7,"2,864",M,"1,639",41.4767,-81.680397,matched (3)
Case Western Reserve University,2022,161,161,48.200001,https://www.topuniversities.com/universities/case-western-reserve-university,United States,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7,"2,864",M,"1,639",41.4767,-81.680397,matched (3)
Case Western Reserve University,2019,186,186,45.400002,https://www.topuniversities.com/universities/case-western-reserve-university,United States,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7,"2,864",M,"1,639",41.4767,-81.680397,matched (3)
"University of Maryland, College Park",2019,126,126,54.099998,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
"University of Maryland, College Park",2022,158,158,49.5,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
"University of Maryland, College Park",2021,152,152,50.200001,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
"University of Maryland, College Park",2017,131,131,57.599998,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
"University of Maryland, College Park",2020,136,136,52.099998,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
"University of Maryland, College Park",2018,129,129,58.099998,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",38.995998,-76.933701,matched (3)
Texas A&M University,2022,168,168,47.599998,https://www.topuniversities.com/universities/texas-am-university,United States,College Station,North America,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,Public,Very High,21,"6,621",XL,"3,049",30.585199,-96.295998,matched (3)
Texas A&M University,2021,169,169,46.200001,https://www.topuniversities.com/universities/texas-am-university,United States,College Station,North America,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,Public,Very High,21,"6,621",XL,"3,049",30.585199,-96.295998,matched (3)
The Ohio State University,2019,89,89,62.400002,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
The Ohio State University,2021,108,108,56.400002,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9,"7,029",XL,"6,388",39.986198,-82.985001,matched (3)
